Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2014,HI,Hawaii,Demographics,Marital Status,What is your marital status?,Separated,Overall,Overall,119,2,1.5,2.5,"1,458",%,Crude Prevalence,,,BRFSS,CLASS05,Topic38,15,BO1,CAT1,MARITAL,RESP036,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Marital Status,What is your marital status?,Never married,Overall,Overall,"1,739",27.3,25.8,28.8,"1,459",%,Crude Prevalence,,,BRFSS,CLASS05,Topic38,15,BO1,CAT1,MARITAL,RESP037,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Marital Status,What is your marital status?,Partnered,Overall,Overall,183,2.2,1.8,2.7,"1,460",%,Crude Prevalence,,,BRFSS,CLASS05,Topic38,15,BO1,CAT1,MARITAL,RESP038,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Five or more children,Overall,Overall,66,1.3,0.9,1.7,"1,597",%,Crude Prevalence,,,BRFSS,CLASS05,Topic39,15,BO1,CAT1,_CHLDCNT,RESP090,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Four children,Overall,Overall,109,2,1.5,2.4,"1,596",%,Crude Prevalence,,,BRFSS,CLASS05,Topic39,15,BO1,CAT1,_CHLDCNT,RESP091,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Three children,Overall,Overall,302,5.4,4.6,6.1,"1,595",%,Crude Prevalence,,,BRFSS,CLASS05,Topic39,15,BO1,CAT1,_CHLDCNT,RESP092,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Two children,Overall,Overall,661,11.7,10.6,12.9,"1,594",%,Crude Prevalence,,,BRFSS,CLASS05,Topic39,15,BO1,CAT1,_CHLDCNT,RESP093,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),One child,Overall,Overall,866,15.7,14.4,17,"1,593",%,Crude Prevalence,,,BRFSS,CLASS05,Topic39,15,BO1,CAT1,_CHLDCNT,RESP094,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),None,Overall,Overall,"5,195",64,62.4,65.7,"1,592",%,Crude Prevalence,,,BRFSS,CLASS05,Topic39,15,BO1,CAT1,_CHLDCNT,RESP095,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Race,What is your race/ethnicity?,White,Overall,Overall,"2,252",25.6,24.1,27,"1,252",%,Crude Prevalence,,,BRFSS,CLASS05,Topic48,15,BO1,CAT1,RACE,RESP005,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Race,What is your race/ethnicity?,Black,Overall,Overall,70,2.3,1.6,3.1,"1,253",%,Crude Prevalence,,,BRFSS,CLASS05,Topic48,15,BO1,CAT1,RACE,RESP006,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Race,What is your race/ethnicity?,MultiRacial,Overall,Overall,"1,818",20.9,19.7,22.2,"1,256",%,Crude Prevalence,,,BRFSS,CLASS05,Topic48,15,BO1,CAT1,RACE,RESP008,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Race,What is your race/ethnicity?,Other,Overall,Overall,"2,440",42.8,41.1,44.5,"1,255",%,Crude Prevalence,,,BRFSS,CLASS05,Topic48,15,BO1,CAT1,RACE,RESP009,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Race,What is your race/ethnicity?,Hispanic,Overall,Overall,565,8.4,7.5,9.3,"1,254",%,Crude Prevalence,,,BRFSS,CLASS05,Topic48,15,BO1,CAT1,RACE,RESP007,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Rent/Own Home,Do you own or rent your home?,Own,Overall,Overall,"3,999",62.3,60.7,63.8,"2,223",%,Crude Prevalence,,,BRFSS,CLASS05,Topic49,15,BO1,CAT1,RENTHOM1,RESP003,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Rent/Own Home,Do you own or rent your home?,Rent,Overall,Overall,"2,233",27,25.6,28.4,"2,224",%,Crude Prevalence,,,BRFSS,CLASS05,Topic49,15,BO1,CAT1,RENTHOM1,RESP004,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Rent/Own Home,Do you own or rent your home?,Other,Overall,Overall,742,10.8,9.7,11.8,"2,225",%,Crude Prevalence,,,BRFSS,CLASS05,Topic49,15,BO1,CAT1,RENTHOM1,RESP009,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Sex,Gender of respondent,Male,Overall,Overall,"3,462",50.1,48.4,51.8,"2,087",%,Crude Prevalence,,,BRFSS,CLASS05,Topic51,15,BO1,CAT1,SEX,RESP001,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Sex,Gender of respondent,Female,Overall,Overall,"3,785",49.9,48.2,51.6,"2,088",%,Crude Prevalence,,,BRFSS,CLASS05,Topic51,15,BO1,CAT1,SEX,RESP002,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Veteran Status,Have you ever served on active duty in the United States Armed Forces?,Yes,Overall,Overall,"1,112",15.5,14.3,16.7,"2,131",%,Crude Prevalence,,,BRFSS,CLASS05,Topic61,15,BO1,CAT1,VETERAN3,RESP046,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Veteran Status,Have you ever served on active duty in the United States Armed Forces?,No,Overall,Overall,"6,121",84.5,83.3,85.7,"2,132",%,Crude Prevalence,,,BRFSS,CLASS05,Topic61,15,BO1,CAT1,VETERAN3,RESP054,"(21.304850435000446, -157.85774940299973)"
2014,ID,Idaho,Demographics,Sex,Gender of respondent,Male,Overall,Overall,"2,266",49.6,47.7,51.6,"2,070",%,Crude Prevalence,,,BRFSS,CLASS05,Topic51,16,BO1,CAT1,SEX,RESP001,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Sex,Gender of respondent,Female,Overall,Overall,"3,221",50.4,48.4,52.3,"2,071",%,Crude Prevalence,,,BRFSS,CLASS05,Topic51,16,BO1,CAT1,SEX,RESP002,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Age,What is your age?,18-24 years,Overall,Overall,315,13.8,12.1,15.5,"1,335",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,16,BO1,CAT1,AGE,RESP010,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Age,What is your age?,25-34 years,Overall,Overall,552,17.3,15.6,19,"1,336",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,16,BO1,CAT1,AGE,RESP011,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Age,What is your age?,35-44 years,Overall,Overall,632,16.6,15,18.1,"1,337",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,16,BO1,CAT1,AGE,RESP012,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Age,What is your age?,45-54 years,Overall,Overall,822,16.5,15.1,18,"1,338",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,16,BO1,CAT1,AGE,RESP013,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Age,What is your age?,55-64 years,Overall,Overall,"1,231",16.6,15.4,17.8,"1,339",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,16,BO1,CAT1,AGE,RESP014,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Age,What is your age?,65+ years,Overall,Overall,"1,935",19.2,18.1,20.4,"1,340",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,16,BO1,CAT1,AGE,RESP015,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Disability status,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",Yes,Overall,Overall,247,3.6,3,4.3,"2,367",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,16,BO1,CAT1,BLIND,RESP046,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Disability status,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",No,Overall,Overall,"5,039",96.4,95.7,97,"2,368",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,16,BO1,CAT1,BLIND,RESP054,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Disability status,"Do you have serious difficulty concentrating, remembering, or making decisions?",Yes,Overall,Overall,473,8.7,7.5,9.8,"2,412",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,16,BO1,CAT1,DECIDE,RESP046,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Disability status,"Do you have serious difficulty concentrating, remembering, or making decisions?",No,Overall,Overall,"4,805",91.3,90.2,92.5,"2,413",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,16,BO1,CAT1,DECIDE,RESP054,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Disability status,Do you have difficulty doing errands alone?,Yes,Overall,Overall,335,4.8,4,5.5,"2,550",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,16,BO1,CAT1,DIFFALON,RESP046,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Disability status,Do you have difficulty doing errands alone?,No,Overall,Overall,"4,937",95.2,94.5,96,"2,551",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,16,BO1,CAT1,DIFFALON,RESP054,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Disability status,Do you have difficulty dressing or bathing?,Yes,Overall,Overall,189,2.6,2,3.1,"2,504",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,16,BO1,CAT1,DIFFDRES,RESP046,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Disability status,Do you have difficulty dressing or bathing?,No,Overall,Overall,"5,095",97.5,96.9,98,"2,505",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,16,BO1,CAT1,DIFFDRES,RESP054,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Disability status,Do you have serious difficulty walking or climbing stairs?,Yes,Overall,Overall,796,10.4,9.3,11.4,"2,458",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,16,BO1,CAT1,DIFFWALK,RESP046,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Disability status,Do you have serious difficulty walking or climbing stairs?,No,Overall,Overall,"4,481",89.6,88.6,90.7,"2,459",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,16,BO1,CAT1,DIFFWALK,RESP054,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Disability status,"Adults who are limited in any activities because of physical, mental, or emotional problems",Yes,Overall,Overall,"1,380",20.4,19,21.9,"2,275",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,16,BO1,CAT1,QLACTLM2,RESP046,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Disability status,"Adults who are limited in any activities because of physical, mental, or emotional problems",No,Overall,Overall,"3,903",79.6,78.1,81,"2,276",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,16,BO1,CAT1,QLACTLM2,RESP054,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Disability status,Adults with health problem(s) that requires the use of special equipment,Yes,Overall,Overall,536,6.8,5.9,7.7,"2,321",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,16,BO1,CAT1,USEEQUIP,RESP046,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Disability status,Adults with health problem(s) that requires the use of special equipment,No,Overall,Overall,"4,762",93.2,92.3,94.1,"2,322",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,16,BO1,CAT1,USEEQUIP,RESP054,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Education,What is the highest grade or year of school you completed?,Less than H.S.,Overall,Overall,381,11.9,10.3,13.5,"1,716",%,Crude Prevalence,,,BRFSS,CLASS05,Topic21,16,BO1,CAT1,EDUCA,RESP021,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Education,What is the highest grade or year of school you completed?,H.S. or G.E.D.,Overall,Overall,"1,664",28.8,27,30.5,"1,717",%,Crude Prevalence,,,BRFSS,CLASS05,Topic21,16,BO1,CAT1,EDUCA,RESP022,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Education,What is the highest grade or year of school you completed?,Some post-H.S.,Overall,Overall,"1,733",36.9,35,38.8,"1,718",%,Crude Prevalence,,,BRFSS,CLASS05,Topic21,16,BO1,CAT1,EDUCA,RESP023,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Education,What is the highest grade or year of school you completed?,College+,Overall,Overall,"1,674",22.4,21,23.9,"1,719",%,Crude Prevalence,,,BRFSS,CLASS05,Topic21,16,BO1,CAT1,EDUCA,RESP024,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,97,2.4,1.8,3,"1,799",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,16,BO1,CAT1,EMPLOY1,RESP027,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,101,1.9,1.4,2.4,"1,798",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,16,BO1,CAT1,EMPLOY1,RESP028,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Employment,What is your employment status?,Student,Overall,Overall,139,5.7,4.5,6.9,"1,801",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,16,BO1,CAT1,EMPLOY1,RESP030,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,"1,663",17.7,16.6,18.9,"1,802",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,16,BO1,CAT1,EMPLOY1,RESP031,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,307,4.4,3.7,5.1,"1,803",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,16,BO1,CAT1,EMPLOY1,RESP032,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,"2,036",48.2,46.2,50.1,"1,796",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,16,BO1,CAT1,EMPLOY1,RESP137,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,480,8.3,7.3,9.3,"1,800",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,16,BO1,CAT1,EMPLOY1,RESP141,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,592,11.4,10.2,12.6,"1,797",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,16,BO1,CAT1,EMPLOY1,RESP172,"(43.682630005000476, -114.3637300419997)"
2014,IN,Indiana,Demographics,Sex,Gender of respondent,Male,Overall,Overall,"4,677",48.7,47.4,49.9,"2,084",%,Crude Prevalence,,,BRFSS,CLASS05,Topic51,18,BO1,CAT1,SEX,RESP001,"(39.766910452000445, -86.14996019399968)"
2014,IN,Indiana,Demographics,Sex,Gender of respondent,Female,Overall,Overall,"6,853",51.3,50.1,52.6,"2,085",%,Crude Prevalence,,,BRFSS,CLASS05,Topic51,18,BO1,CAT1,SEX,RESP002,"(39.766910452000445, -86.14996019399968)"
2014,ID,Idaho,Demographics,Income,What is your annual household income?,"Less than $15,000",Overall,Overall,557,9.2,8.2,10.3,"1,975",%,Crude Prevalence,,,BRFSS,CLASS05,Topic33,16,BO1,CAT1,INCOME,RESP016,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Income,What is your annual household income?,"$15,000 - 24,999",Overall,Overall,942,19.4,17.7,21.1,"1,976",%,Crude Prevalence,,,BRFSS,CLASS05,Topic33,16,BO1,CAT1,INCOME,RESP017,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Income,What is your annual household income?,"$25,000 - 34,999",Overall,Overall,640,12.6,11.2,13.9,"1,977",%,Crude Prevalence,,,BRFSS,CLASS05,Topic33,16,BO1,CAT1,INCOME,RESP018,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Income,What is your annual household income?,"$35,000 -  49,999",Overall,Overall,807,17,15.4,18.6,"1,978",%,Crude Prevalence,,,BRFSS,CLASS05,Topic33,16,BO1,CAT1,INCOME,RESP019,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Income,What is your annual household income?,"$50,000+",Overall,Overall,"1,869",41.9,39.8,43.9,"1,979",%,Crude Prevalence,,,BRFSS,CLASS05,Topic33,16,BO1,CAT1,INCOME,RESP020,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Internet,Have you used the internet in the past 30 days?,Yes,Overall,Overall,"4,268",86.1,84.9,87.3,"2,160",%,Crude Prevalence,,,BRFSS,CLASS05,Topic34,16,BO1,CAT1,INTERNET,RESP046,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Internet,Have you used the internet in the past 30 days?,No,Overall,Overall,"1,075",13.9,12.7,15.2,"2,161",%,Crude Prevalence,,,BRFSS,CLASS05,Topic34,16,BO1,CAT1,INTERNET,RESP054,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Marital Status,What is your marital status?,Married,Overall,Overall,"3,238",59.1,57.1,61.1,"1,442",%,Crude Prevalence,,,BRFSS,CLASS05,Topic38,16,BO1,CAT1,MARITAL,RESP033,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Marital Status,What is your marital status?,Divorced,Overall,Overall,784,12.3,11.1,13.5,"1,443",%,Crude Prevalence,,,BRFSS,CLASS05,Topic38,16,BO1,CAT1,MARITAL,RESP034,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Marital Status,What is your marital status?,Widowed,Overall,Overall,689,6,5.3,6.6,"1,444",%,Crude Prevalence,,,BRFSS,CLASS05,Topic38,16,BO1,CAT1,MARITAL,RESP035,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Marital Status,What is your marital status?,Separated,Overall,Overall,62,1.6,1,2.2,"1,445",%,Crude Prevalence,,,BRFSS,CLASS05,Topic38,16,BO1,CAT1,MARITAL,RESP036,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Marital Status,What is your marital status?,Never married,Overall,Overall,551,17.7,15.8,19.5,"1,446",%,Crude Prevalence,,,BRFSS,CLASS05,Topic38,16,BO1,CAT1,MARITAL,RESP037,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Marital Status,What is your marital status?,Partnered,Overall,Overall,128,3.4,2.6,4.2,"1,447",%,Crude Prevalence,,,BRFSS,CLASS05,Topic38,16,BO1,CAT1,MARITAL,RESP038,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Five or more children,Overall,Overall,101,2.4,1.8,3.1,"1,584",%,Crude Prevalence,,,BRFSS,CLASS05,Topic39,16,BO1,CAT1,_CHLDCNT,RESP090,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Four children,Overall,Overall,143,3.3,2.6,3.9,"1,583",%,Crude Prevalence,,,BRFSS,CLASS05,Topic39,16,BO1,CAT1,_CHLDCNT,RESP091,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Three children,Overall,Overall,312,8.3,7.1,9.4,"1,582",%,Crude Prevalence,,,BRFSS,CLASS05,Topic39,16,BO1,CAT1,_CHLDCNT,RESP092,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Two children,Overall,Overall,459,12.3,10.9,13.7,"1,581",%,Crude Prevalence,,,BRFSS,CLASS05,Topic39,16,BO1,CAT1,_CHLDCNT,RESP093,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),One child,Overall,Overall,557,14.8,13.3,16.4,"1,580",%,Crude Prevalence,,,BRFSS,CLASS05,Topic39,16,BO1,CAT1,_CHLDCNT,RESP094,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),None,Overall,Overall,"3,885",58.9,57,60.9,"1,579",%,Crude Prevalence,,,BRFSS,CLASS05,Topic39,16,BO1,CAT1,_CHLDCNT,RESP095,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Race,What is your race/ethnicity?,White,Overall,Overall,"4,924",85.1,83.4,86.8,"1,241",%,Crude Prevalence,,,BRFSS,CLASS05,Topic48,16,BO1,CAT1,RACE,RESP005,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Race,What is your race/ethnicity?,Black,Overall,Overall,16,,,,"1,242",%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS05,Topic48,16,BO1,CAT1,RACE,RESP006,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Race,What is your race/ethnicity?,MultiRacial,Overall,Overall,66,1.3,0.8,1.8,"1,245",%,Crude Prevalence,,,BRFSS,CLASS05,Topic48,16,BO1,CAT1,RACE,RESP008,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Race,What is your race/ethnicity?,Other,Overall,Overall,102,2.8,2,3.6,"1,244",%,Crude Prevalence,,,BRFSS,CLASS05,Topic48,16,BO1,CAT1,RACE,RESP009,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Race,What is your race/ethnicity?,Hispanic,Overall,Overall,283,10,8.6,11.5,"1,243",%,Crude Prevalence,,,BRFSS,CLASS05,Topic48,16,BO1,CAT1,RACE,RESP007,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Rent/Own Home,Do you own or rent your home?,Own,Overall,Overall,"4,080",71.7,69.9,73.6,"2,206",%,Crude Prevalence,,,BRFSS,CLASS05,Topic49,16,BO1,CAT1,RENTHOM1,RESP003,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Rent/Own Home,Do you own or rent your home?,Rent,Overall,Overall,"1,057",24.1,22.4,25.9,"2,207",%,Crude Prevalence,,,BRFSS,CLASS05,Topic49,16,BO1,CAT1,RENTHOM1,RESP004,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Rent/Own Home,Do you own or rent your home?,Other,Overall,Overall,176,4.1,3.2,5.1,"2,208",%,Crude Prevalence,,,BRFSS,CLASS05,Topic49,16,BO1,CAT1,RENTHOM1,RESP009,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Veteran Status,Have you ever served on active duty in the United States Armed Forces?,Yes,Overall,Overall,717,12.4,11.1,13.7,"2,114",%,Crude Prevalence,,,BRFSS,CLASS05,Topic61,16,BO1,CAT1,VETERAN3,RESP046,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Veteran Status,Have you ever served on active duty in the United States Armed Forces?,No,Overall,Overall,"4,759",87.6,86.3,88.9,"2,115",%,Crude Prevalence,,,BRFSS,CLASS05,Topic61,16,BO1,CAT1,VETERAN3,RESP054,"(43.682630005000476, -114.3637300419997)"
2014,IL,Illinois,Demographics,Age,What is your age?,18-24 years,Overall,Overall,344,12.9,11.4,14.4,"1,343",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,17,BO1,CAT1,AGE,RESP010,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Demographics,Age,What is your age?,25-34 years,Overall,Overall,506,17.5,16,19.1,"1,344",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,17,BO1,CAT1,AGE,RESP011,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Demographics,Age,What is your age?,35-44 years,Overall,Overall,621,17,15.5,18.4,"1,345",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,17,BO1,CAT1,AGE,RESP012,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Demographics,Age,What is your age?,45-54 years,Overall,Overall,906,17.8,16.5,19.2,"1,346",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,17,BO1,CAT1,AGE,RESP013,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Demographics,Age,What is your age?,55-64 years,Overall,Overall,"1,033",16.4,15.2,17.6,"1,347",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,17,BO1,CAT1,AGE,RESP014,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Demographics,Age,What is your age?,65+ years,Overall,Overall,"1,642",18.3,17.2,19.4,"1,348",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,17,BO1,CAT1,AGE,RESP015,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Demographics,Disability status,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",Yes,Overall,Overall,181,3.7,3,4.5,"2,375",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,17,BO1,CAT1,BLIND,RESP046,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Demographics,Disability status,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",No,Overall,Overall,"4,684",96.3,95.5,97,"2,376",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,17,BO1,CAT1,BLIND,RESP054,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Demographics,Disability status,"Do you have serious difficulty concentrating, remembering, or making decisions?",Yes,Overall,Overall,338,8.1,7,9.2,"2,421",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,17,BO1,CAT1,DECIDE,RESP046,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Demographics,Disability status,"Do you have serious difficulty concentrating, remembering, or making decisions?",No,Overall,Overall,"4,518",91.9,90.8,93,"2,422",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,17,BO1,CAT1,DECIDE,RESP054,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Demographics,Disability status,Do you have difficulty doing errands alone?,Yes,Overall,Overall,285,5.2,4.3,6,"2,559",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,17,BO1,CAT1,DIFFALON,RESP046,"(40.48501028300046, -88.99771017799969)"
